L/R,p_x,p_y,p_z,v_x,v_y,v_z,a_x,a_y,a_z,t
L,-0.2218564,1.288022,-0.001486025,0.006367221,-0.009803922,0.001627396,0.05129593,-0.05552288,-0.06582225,0.4027443
L,-0.2217645,1.287885,-0.001464306,0.005925232,-0.008829682,0.001401285,-0.02851704,0.06285777,-0.01458865,0.4182434
L,-0.2213728,1.287477,-0.001651259,0.02852898,-0.02973916,-0.01361731,1.646412,-1.523005,-1.093925,0.4319725
L,-0.220761,1.286847,-0.001944252,0.04390869,-0.04524535,-0.02102552,1.103668,-1.112744,-0.5316225,0.4459076
L,-0.2201163,1.286543,-0.001435408,0.05126109,-0.02414127,0.04045812,0.5845883,1.677982,4.888555,0.4584846
L,-0.2194252,1.286225,-0.0008858748,0.04321475,-0.01988908,0.03436468,-0.5031725,0.2659079,-0.3810492,0.4744759
L,-0.215877,1.285061,-0.001339383,0.3071799,-0.1007575,-0.0392617,22.85234,-7.001049,-6.37408,0.4860268
L,-0.2124362,1.283943,-0.001781598,0.2467124,-0.08015933,-0.03170788,-4.335664,1.47694,0.5416273,0.4999733
L,-0.2095925,1.283028,-0.002144439,0.202295,-0.0650865,-0.02581184,-3.15977,1.072253,0.4194331,0.5140305
L,-0.2064421,1.282657,-0.003599804,0.2263869,-0.02669271,-0.104582,1.731235,2.758964,-5.660396,0.5279465
L,-0.2037877,1.282314,-0.004765021,0.1959009,-0.02527625,-0.08599513,-2.249924,0.104537,1.371744,0.5414963
L,-0.2028561,1.281886,-0.006230068,0.06262019,-0.0288141,-0.09847522,-8.958648,-0.2378016,-0.8388667,0.5563736
L,-0.2019574,1.281505,-0.007432156,0.06363747,-0.02693645,-0.08512159,0.07203507,0.1329592,0.94559,0.5704956
L,-0.2010303,1.281142,-0.008510272,0.068481,-0.02685616,-0.07963414,0.3577631,0.005931056,0.4053254,0.584034
L,-0.2069818,1.282824,-0.01060106,-0.4501305,0.1272721,-0.1581329,-39.22415,11.65718,-5.937097,0.5972557
L,-0.2133324,1.284638,-0.01305698,-0.4581148,0.1308132,-0.1771611,-0.5759558,0.2554412,-1.372629,0.6111183
L,-0.2274511,1.288606,-0.01750628,-0.9264403,0.2604193,-0.2919544,-30.73059,8.504498,-7.532506,0.626358
L,-0.2374965,1.291533,-0.0209395,-0.8085182,0.2355791,-0.2763275,9.49112,-1.999292,1.257753,0.6387825
L,-0.2452677,1.293775,-0.02374776,-0.5128812,0.1479418,-0.1853395,19.51145,-5.783885,6.005023,0.6539345
L,-0.2695945,1.298451,-0.02240559,-1.772405,0.3406754,0.09778843,-91.76671,14.04223,20.62821,0.6676598
L,-0.2871718,1.3021,-0.02185432,-1.344947,0.2792159,0.04218117,32.70739,-4.702635,-4.254848,0.6807289
L,-0.3067213,1.30635,-0.01252255,-1.446863,0.3145733,0.6906458,-7.542808,2.616808,47.99297,0.6942406
L,-0.3222165,1.309848,-0.005907833,-1.072607,0.2421359,0.4578843,25.90681,-5.014268,-16.11223,0.7086868
L,-0.3422477,1.307412,-0.009628467,-1.438652,-0.1749486,-0.267217,-26.28945,-29.95513,-52.07697,0.7226105
L,-0.3587846,1.306123,-0.01226006,-1.123356,-0.08757936,-0.1787653,21.41819,5.935043,6.008567,0.7373314
L,-0.3733952,1.305583,-0.01414476,-1.040504,-0.03846611,-0.1342199,5.900375,3.497621,3.172323,0.7513733
L,-0.3916365,1.306046,-0.009338328,-1.469525,0.03727144,0.3872088,-34.56223,6.101458,42.00657,0.7637863
L,-0.3975126,1.300409,-0.008244404,-0.4189259,-0.4018561,0.07798902,74.90029,-31.30668,-22.04517,0.777813
L,-0.4050405,1.29651,-0.00749357,-0.5167338,-0.2676011,0.0515388,-6.713732,9.215538,-1.815598,0.7923813
L,-0.4133961,1.293684,-0.006926193,-0.5855031,-0.198067,0.03975792,-4.818891,4.87248,-0.8255242,0.8066521
L,-0.4222632,1.291527,-0.00647238,-0.6363156,-0.1547957,0.03256621,-3.646369,3.105205,-0.5160864,0.8205872
L,-0.4211281,1.287379,-0.006124633,0.08256451,-0.301722,0.02529403,52.28915,-10.68697,-0.5289564,0.8343353
L,-0.4227553,1.284512,-0.005846045,-0.1289488,-0.2271765,0.0220769,-16.76147,5.907393,-0.2549424,0.8469543
L,-0.4257403,1.284313,-0.004279045,-0.208999,-0.01393062,0.1097168,-5.604884,14.93086,6.136288,0.8612366
L,-0.430437,1.283839,-0.002782095,-0.3136863,-0.03166401,0.09997869,-6.991887,-1.184383,-0.6503887,0.8762093
L,-0.4283646,1.283557,-0.003116529,0.1461219,-0.01986115,-0.02357983,32.41957,0.8321813,-8.711706,0.8903923
L,-0.4243849,1.28264,-0.003927663,0.2895504,-0.06671524,-0.0590158,10.43545,-3.40897,-2.57822,0.9041367
L,-0.4222417,1.281695,-0.004530874,0.1532955,-0.06762449,-0.04314544,-9.745808,-0.06503507,1.135148,0.9181175
L,-0.413723,1.281075,-0.008162189,0.6467202,-0.04705148,-0.2756813,37.45969,1.561857,-17.6536,0.9312897
L,-0.4087293,1.280366,-0.01073082,0.3952484,-0.05612168,-0.2033064,-19.90394,-0.717904,5.728456,0.943924
L,-0.4005871,1.280806,-0.008530196,0.5631741,0.03040897,0.1522111,11.61497,5.98509,24.59018,0.9583817
L,-0.3872122,1.28211,-0.00579341,0.9164006,0.08938839,0.1875149,24.20183,4.041061,2.418889,0.9729767
L,-0.3775839,1.282878,-0.003812942,0.7543336,0.06016512,0.1551608,-12.69722,-2.289511,-2.534799,0.9857407
L,-0.3704956,1.283302,-0.002316955,0.4589173,0.02743733,0.0968545,-19.1261,-2.118892,-3.774916,1.001186
L,-0.3649687,1.283512,-0.001120987,0.4297964,0.0163249,0.09300382,-2.26457,-0.8641518,-0.2994463,1.014046
L,-0.3513953,1.285886,0.001816542,0.9102532,0.1592159,0.1969956,32.22022,9.582507,6.973861,1.028957
L,-0.3309161,1.286535,0.001452375,1.60878,0.05094396,-0.02860785,54.87405,-8.505496,-17.72268,1.041687
L,-0.3146891,1.286985,0.001348212,1.169272,0.03248694,-0.007505646,-31.66971,-1.329961,1.520565,1.055565
L,-0.3013465,1.287324,0.001430311,0.8812535,0.02235292,0.005422456,-19.02303,-0.6693304,0.8538736,1.070705
L,-0.2898327,1.287593,0.001628264,0.8779155,0.0205152,0.01509371,-0.2545221,-0.1401246,0.7374234,1.08382
L,-0.2799248,1.288439,0.0003677,0.6654596,0.05682328,-0.08466546,-14.26954,2.438623,-6.7003,1.098709
L,-0.2702662,1.290075,0.007579543,0.6963546,0.1179266,0.5199509,2.227426,4.405357,43.59091,1.112579
L,-0.2610403,1.291334,0.01309119,0.6714391,0.09166782,0.4011234,-1.813285,-1.911047,-8.647949,1.12632
L,-0.2496632,1.289146,0.01976826,0.9081734,-0.1746536,0.5329942,18.89722,-21.259,10.52653,1.138847
L,-0.2390226,1.287617,0.02516264,0.7631615,-0.1096956,0.3868957,-10.40054,4.658919,-10.47847,1.15279
L,-0.2288757,1.286514,0.02972468,0.6836159,-0.07426593,0.3073533,-5.359142,2.386965,-5.358925,1.167633
L,-0.2180558,1.283131,0.03936156,0.8106267,-0.2535188,0.7219917,9.515612,-13.42957,31.06458,1.180981
L,-0.2076867,1.280584,0.0472971,0.7611839,-0.1869574,0.5825415,-3.629555,4.886216,-10.23692,1.194603
L,-0.1975964,1.278564,0.0540802,0.6751152,-0.1351136,0.4538406,-5.758646,3.468748,-8.611072,1.209549
L,-0.1921611,1.273262,0.05677976,0.4346651,-0.4240676,0.2158858,-19.22897,-23.10786,-19.02941,1.222054
L,-0.1857186,1.269152,0.05989374,0.4203302,-0.2681138,0.2031636,-0.9352406,10.17481,-0.8300276,1.237381
L,-0.1791396,1.257495,0.04881268,0.4795997,-0.8497636,-0.8077956,4.320675,-42.40156,-73.69769,1.251099
L,-0.171977,1.248625,0.04189613,0.5713978,-0.7076423,-0.551775,7.323289,11.33788,20.4243,1.263634
L,-0.1644359,1.241396,0.03748931,0.465801,-0.4465348,-0.2722012,-6.522522,16.12812,17.26876,1.279823
L,-0.1653188,1.240632,0.03752841,-0.07408371,-0.06412052,0.00328105,-45.30331,32.0895,23.11652,1.29174
L,-0.1641142,1.239351,0.03770986,0.08318378,-0.0884319,0.01253067,10.86057,-1.678895,0.6387596,1.306221
L,-0.1644832,1.239697,0.03827381,-0.02627513,0.02461967,0.04016216,-7.795163,8.051016,1.967789,1.320263
L,-0.1648568,1.24041,0.04013706,-0.02662387,0.05082903,0.1327645,-0.02484939,1.867526,6.598298,1.334297
L,-0.1643254,1.240792,0.04249589,0.03849583,0.02764921,0.1708626,4.716977,-1.679041,2.759654,1.348103
L,-0.1719242,1.24355,0.04614232,-0.5261459,0.1909585,0.2524806,-39.096,11.30759,5.651265,1.362545
L,-0.1866935,1.244339,0.04564811,-1.076361,0.05749583,-0.0360177,-40.09889,-9.726558,-21.02533,1.376266
L,-0.1962798,1.244384,0.04547452,-0.7408608,0.00351931,-0.01341535,25.9285,-4.171468,1.746778,1.389206
L,-0.2029092,1.243976,0.0455319,-0.5040184,-0.03105967,0.00436196,18.00662,-2.628965,1.351571,1.402359
L,-0.2076731,1.243286,0.04573299,-0.3128327,-0.04530937,0.01320561,12.55466,-0.9357395,0.5807389,1.417587
L,-0.2274753,1.245546,0.04628005,-1.500728,0.1713284,0.04145944,-90.02594,16.41813,2.141247,1.430782
L,-0.2505358,1.249421,0.05373004,-1.582093,0.2658336,0.5111151,-5.582088,6.483631,32.22125,1.445358
L,-0.2674527,1.252035,0.05946343,-1.26922,0.196113,0.4301585,23.47383,-5.230919,-6.073924,1.458687
L,-0.281278,1.253829,0.06401397,-0.9398928,0.1219528,0.3093606,22.38882,-5.041661,-8.212249,1.473396
L,-0.2971635,1.25428,0.06413383,-1.210549,0.03435683,0.009134266,-20.62527,-6.67522,-22.87864,1.486519
L,-0.3105496,1.254634,0.06476162,-0.9123968,0.02415659,0.0427905,20.32211,-0.6952502,2.294015,1.50119
L,-0.3240526,1.257813,0.05998648,-1.049432,0.2470538,-0.3711163,-10.65015,17.32321,-32.16816,1.514057
L,-0.3362145,1.260227,0.05695696,-0.794861,0.1577537,-0.1979982,16.63781,-5.836324,11.31435,1.529358
L,-0.3472402,1.265819,0.05008798,-0.8734701,0.4430341,-0.5441711,-6.227528,22.60035,-27.42434,1.541981
L,-0.3578873,1.270188,0.04520395,-0.719346,0.2951836,-0.3299787,10.41307,-9.989207,14.47146,1.556782
L,-0.3682077,1.273752,0.04154307,-0.8032795,0.2773716,-0.2849405,-6.532855,-1.386378,3.505491,1.56963
L,-0.3747145,1.280067,0.02396637,-0.4901491,0.4757453,-1.32403,23.58772,14.94324,-78.27332,1.582905
L,-0.3821342,1.285259,0.01128501,-0.507837,0.3553606,-0.8679745,-1.210648,-8.239719,31.2147,1.597515
L,-0.3888236,1.293098,-0.003722418,-0.4371942,0.5122865,-0.9808296,4.61695,10.25609,-7.375791,1.612816
L,-0.3961878,1.299642,-0.01562283,-0.6241513,0.55469,-1.008607,-15.84535,3.593861,-2.354237,1.624615
L,-0.403996,1.305301,-0.02583314,-0.5166208,0.3744085,-0.6755611,7.114707,-11.92825,22.03583,1.639729
L,-0.4110465,1.313902,-0.035724,-0.5371281,0.6552238,-0.7535104,-1.562296,21.39322,-5.938372,1.652855
L,-0.4185589,1.321287,-0.04472297,-0.5558341,0.5464119,-0.6658268,-1.384045,-8.05091,6.487643,1.66637
L,-0.424737,1.327738,-0.05498931,-0.4316531,0.4507513,-0.717287,8.676254,-6.6836,-3.595412,1.680683
L,-0.4315193,1.333711,-0.06438115,-0.498998,0.4394296,-0.6909949,-4.954826,-0.832984,1.934417,1.694275
L,-0.4386592,1.339393,-0.07324813,-0.4690946,0.3732926,-0.5825629,1.964658,-4.345214,7.124009,1.709496
L,-0.4358727,1.339301,-0.08677873,0.2030186,-0.006713799,-0.9858157,48.96899,-27.6866,-29.3803,1.723221
L,-0.4359557,1.340559,-0.0986498,-0.005926944,0.08984268,-0.8477063,-14.92068,6.895043,9.862316,1.737225
L,-0.4349559,1.346248,-0.09953342,0.07978263,0.4540049,-0.07051287,6.83965,29.06026,62.02027,1.749756
L,-0.4358537,1.3516,-0.1025892,-0.06592262,0.3930322,-0.2243856,-10.69909,-4.477208,-11.29883,1.763374
L,-0.4241973,1.350624,-0.1060743,0.8225185,-0.06891824,-0.2459182,62.69166,-32.59692,-1.519415,1.777546
L,-0.4166409,1.351023,-0.1105999,0.4684008,0.02475467,-0.2805351,-21.95078,5.806524,-2.145807,1.793678
L,-0.4118965,1.352336,-0.1157676,0.4179162,0.1156229,-0.4552015,-4.446987,8.004221,-15.38567,1.805031
L,-0.3989774,1.351901,-0.1105311,0.9094136,-0.03059546,0.3686151,34.59803,-10.29277,57.99103,1.819237
L,-0.3895361,1.35243,-0.1083621,0.6155166,0.0344908,0.1414085,-19.16024,4.243217,-14.81245,1.834576
L,-0.3664944,1.353289,-0.105835,1.872936,0.06977713,0.205413,102.2093,2.868248,5.202607,1.846878
L,-0.3487127,1.354603,-0.1051648,1.239398,0.0916229,0.04671661,-44.158,1.522664,-11.06124,1.861225
L,-0.3346303,1.356204,-0.1056744,1.007267,0.1144782,-0.03645389,-16.60348,1.634753,-5.948881,1.875206
L,-0.3154162,1.359904,-0.0988261,1.415246,0.272566,0.5044232,30.05036,11.64422,39.83919,1.888783
L,-0.2994368,1.363214,-0.09452032,1.032257,0.2138061,0.2781504,-24.74081,-3.795853,-14.61707,1.904263
L,-0.2814009,1.360148,-0.08723211,1.426242,-0.2424208,0.5763386,31.15561,-36.07757,23.58016,1.916908
L,-0.2658133,1.358521,-0.08217393,1.14556,-0.1196208,0.3717327,-20.62776,9.024749,-15.03678,1.930515
L,-0.2598597,1.358749,-0.07326787,0.3888091,0.01489319,0.5816318,-49.42142,8.784764,13.70797,1.945827
L,-0.2530069,1.359316,-0.06655435,0.5389851,0.04462946,0.5280259,11.81151,2.33879,-4.216162,1.958542
L,-0.2454115,1.36009,-0.0613178,0.554157,0.05643786,0.3820564,1.106931,0.8615369,-10.64988,1.972248
L,-0.2390884,1.355543,-0.05565456,0.4656096,-0.3348051,0.4170182,-6.520267,-28.80955,2.574451,1.985828
L,-0.2320364,1.352543,-0.05089305,0.4829219,-0.2054516,0.3260711,1.185555,8.858215,-6.22812,2.000431
L,-0.2326596,1.349526,-0.04879408,-0.04640017,-0.22459,0.1562716,-39.40886,-1.42488,-12.64184,2.013863
L,-0.231137,1.347658,-0.04682666,0.1128483,-0.1384383,0.1458154,11.80267,6.385112,-0.7749627,2.027355
L,-0.2282477,1.3462,-0.0447018,0.1964228,-0.09911501,0.1444553,5.681676,2.673331,-0.09246548,2.042065
L,-0.2325496,1.346296,-0.04349063,-0.2721291,0.006085606,0.07661703,-29.63998,6.654853,-4.291358,2.057873
L,-0.2360131,1.346321,-0.04165582,-0.296616,0.002143907,0.1571324,-2.097053,-0.337567,6.895339,2.06955
L,-0.2476156,1.345726,-0.04238128,-0.8519663,-0.04374124,-0.05327025,-40.7792,-3.369333,-15.44981,2.083168
L,-0.2546459,1.34519,-0.04231235,-0.4593573,-0.03498878,0.004503822,25.65306,0.5718856,3.774957,2.098473
L,-0.2683289,1.343126,-0.04659247,-1.101637,-0.1661932,-0.3445967,-51.71061,-10.56341,-28.10645,2.110893
L,-0.2777428,1.341494,-0.04928114,-0.6755535,-0.1171298,-0.1929421,30.57629,3.520855,10.88293,2.124828
L,-0.284636,1.340138,-0.0509702,-0.4851028,-0.09541947,-0.1188669,13.40282,1.527845,5.212981,2.139038
L,-0.3015914,1.33871,-0.05259356,-1.199989,-0.1010479,-0.11489,-50.59477,-0.3983389,0.2814567,2.153168
L,-0.3140866,1.337453,-0.0536827,-0.9348,-0.09401755,-0.08148193,19.8395,0.5259564,2.499354,2.166534
L,-0.334739,1.341697,-0.05197207,-1.307393,0.2686398,0.1082911,-23.58682,22.95785,12.01349,2.182331
L,-0.3504658,1.344634,-0.0506894,-1.145509,0.2139483,0.09342683,11.7913,-3.983621,-1.082686,2.19606
L,-0.3637595,1.346697,-0.0496936,-0.9693606,0.1503912,0.07261278,12.84458,-4.634528,-1.517741,2.209774
L,-0.3831647,1.34579,-0.05332691,-1.573447,-0.07353851,-0.2946029,-48.9816,-18.15707,-29.77525,2.222107
L,-0.399125,1.345192,-0.05586875,-1.144705,-0.04290356,-0.1823059,30.75019,2.197201,8.054167,2.23605
L,-0.4155428,1.341468,-0.05942382,-1.160066,-0.2631065,-0.2511964,-1.085335,-15.55926,-4.867713,2.250202
L,-0.4301005,1.338768,-0.0620892,-0.9369514,-0.1738046,-0.171548,14.35995,5.747592,5.126282,2.265739
L,-0.4426088,1.337357,-0.06163239,-0.9050468,-0.1020736,0.03305272,2.308476,5.190138,14.80399,2.27956
L,-0.4547708,1.336175,-0.06149525,-0.9316714,-0.09055377,0.0105059,-2.039597,0.8824792,-1.727211,2.292614
L,-0.4666439,1.335134,-0.06157073,-0.8028014,-0.07039109,-0.005103717,8.713572,1.363303,-1.055447,2.307404
L,-0.4740636,1.329195,-0.0695351,-0.5800892,-0.4642764,-0.6226697,17.41207,-30.79471,-48.2825,2.320194
L,-0.4826393,1.324665,-0.07545938,-0.557415,-0.2944691,-0.3850765,1.473818,11.03744,15.4435,2.335579
L,-0.4907755,1.318166,-0.08221144,-0.6508573,-0.5199115,-0.5401323,-7.474929,-18.0343,-12.40371,2.34808
L,-0.4996379,1.312971,-0.08763107,-0.664353,-0.3894052,-0.406269,-1.011666,9.783087,10.03474,2.36142
L,-0.5088889,1.308592,-0.0922135,-0.6449696,-0.3053274,-0.319483,1.351388,5.861829,6.050648,2.375763
L,-0.5152201,1.306434,-0.09636927,-0.439187,-0.1496758,-0.28828,14.27486,10.79734,2.164505,2.390179
L,-0.5226164,1.304116,-0.1001824,-0.6230419,-0.1952523,-0.3212018,-15.48729,-3.839197,-2.773219,2.40205
L,-0.5269535,1.296456,-0.1073572,-0.300217,-0.5302845,-0.4966559,22.34661,-23.19163,-12.1453,2.416496
L,-0.5326913,1.290189,-0.113401,-0.3514347,-0.383842,-0.370176,-3.137013,8.969399,7.746715,2.432823
L,-0.5398954,1.284188,-0.1183523,-0.5863134,-0.4883771,-0.4029671,-19.11581,-8.507682,-2.668729,2.44511
L,-0.5474887,1.27884,-0.1230095,-0.584419,-0.4116174,-0.3584414,0.1458043,5.907837,3.426933,2.458103
L,-0.555294,1.273913,-0.1274687,-0.5548019,-0.3501813,-0.3169613,2.105193,4.366889,2.948422,2.472172
L,-0.5588184,1.267569,-0.131705,-0.2548004,-0.4586752,-0.3062636,21.6888,-7.843634,0.7733966,2.486004
L,-0.563659,1.261845,-0.1358981,-0.3085899,-0.3648848,-0.2673169,-3.429135,5.97923,2.482889,2.50169
L,-0.5712637,1.255967,-0.1383256,-0.6389573,-0.4939103,-0.2039626,-27.75764,-10.84079,5.32306,2.513592
L,-0.5788437,1.250458,-0.1412006,-0.5475424,-0.3979144,-0.2076717,6.603437,6.934346,-0.2679307,2.527435
L,-0.5863808,1.245197,-0.1443505,-0.5294288,-0.3695488,-0.2212568,1.272341,1.99246,-0.9542491,2.541672
L,-0.5932267,1.239704,-0.1456226,-0.4937027,-0.3961142,-0.09174476,2.576444,-1.915803,9.339976,2.555538
L,-0.6002622,1.234406,-0.147557,-0.5086355,-0.3830667,-0.139845,-1.079577,0.9432721,-3.477441,2.56937
L,-0.6036202,1.228244,-0.146831,-0.2380383,-0.4367733,0.05146363,19.18211,-3.807151,13.5615,2.583477
L,-0.608081,1.22243,-0.1471716,-0.3205523,-0.4178488,-0.02447296,-5.92943,1.359904,-5.456777,2.597393
L,-0.6132203,1.21682,-0.1481964,-0.376432,-0.4108864,-0.0750657,-4.092905,0.5099626,-3.705668,2.611046
L,-0.6176724,1.213023,-0.1461132,-0.2942006,-0.2508823,0.1376621,5.433945,10.57326,14.0573,2.626179
L,-0.622702,1.20883,-0.1452289,-0.3533821,-0.2946345,0.06213042,-4.158157,-3.074077,-5.306934,2.640411
L,-0.6267308,1.202911,-0.1445187,-0.2896668,-0.4255777,0.05106195,4.581076,-9.414695,-0.7958125,2.65432
L,-0.6313441,1.197258,-0.1444532,-0.3887365,-0.476344,0.005524751,-8.347974,-4.277752,-3.837127,2.666187
L,-0.6332633,1.188522,-0.1459081,-0.1356414,-0.6174424,-0.1028295,17.88822,-9.972523,-7.658239,2.680336
L,-0.636219,1.180803,-0.1473231,-0.2032029,-0.5306517,-0.0972813,-4.644858,5.966865,0.3814377,2.694881
L,-0.639824,1.173661,-0.1487073,-0.2373854,-0.4703043,-0.09115271,-2.250878,3.973805,0.4035605,2.710068
L,-0.6440496,1.168323,-0.1468514,-0.3652273,-0.4613625,0.1604087,-11.04945,0.7728399,21.7426,2.721638
L,-0.6484715,1.162796,-0.1458374,-0.3091908,-0.3864614,0.07090328,3.91828,5.237365,-6.25855,2.735939
L,-0.6466514,1.15604,-0.1448267,0.1101905,-0.4090358,0.0611892,25.38991,-1.366686,-0.5881035,2.752457
L,-0.6465781,1.149537,-0.144299,0.005586846,-0.4955669,0.04021621,-7.971287,-6.59407,-1.598239,2.765579
L,-0.6476278,1.14317,-0.1440756,-0.09064147,-0.5497159,0.01929065,-8.308852,-4.675511,-1.806821,2.777161
L,-0.6434943,1.144662,-0.1413744,0.2646101,0.09548993,0.1729167,22.74165,41.30326,9.834467,2.792782
L,-0.6405001,1.144721,-0.1390623,0.2203555,0.004351488,0.1701544,-3.256897,-6.707298,-0.2032906,2.80637
L,-0.6318983,1.154952,-0.1344573,0.6687194,0.7954108,0.3580011,34.85644,61.49805,14.60347,2.819233
L,-0.6260719,1.161325,-0.1310394,0.388934,0.4254202,0.228162,-18.67687,-24.69845,-8.667313,2.834213
L,-0.6158248,1.176508,-0.1254276,0.7588233,1.124311,0.4155665,27.39103,51.75428,13.87767,2.847717
L,-0.608269,1.187326,-0.1210455,0.5562167,0.7963791,0.3225898,-14.91494,-24.14083,-6.844507,2.861301
L,-0.602508,1.195158,-0.1174697,0.3975306,0.5404054,0.246739,-10.94988,-17.66306,-5.233966,2.875793
L,-0.5820794,1.21614,-0.1126049,1.448539,1.487769,0.3449471,74.52412,67.1749,6.963668,2.889896
L,-0.5661725,1.232353,-0.1085134,1.263981,1.288335,0.3251234,-14.66528,-15.8473,-1.575229,2.902481
L,-0.5501001,1.250299,-0.1037683,1.035462,1.156165,0.3056969,-14.72226,-8.515007,-1.251542,2.918003
L,-0.5368254,1.264966,-0.09962603,1.043441,1.152849,0.3256009,0.6271271,-0.2607196,1.564526,2.930725
L,-0.5254545,1.277355,-0.09588298,0.8439491,0.9195657,0.2778082,-14.80622,-17.31419,-3.547154,2.944199
L,-0.5049987,1.289451,-0.09067862,1.412262,0.8350589,0.3593081,39.23621,-5.834331,5.626732,2.958683
L,-0.4877297,1.300415,-0.08606908,1.180743,0.7496984,0.3151704,-15.82978,-5.836398,-3.017852,2.973309
L,-0.4655097,1.306559,-0.08181258,1.590178,0.4397011,0.3046176,29.30134,-22.18508,-0.7552105,2.987282
L,-0.4464307,1.313272,-0.07781363,1.521586,0.5353761,0.3189233,-5.4703,7.630255,1.140898,2.999821
L,-0.4295413,1.320423,-0.07397436,1.217669,0.5155476,0.2767991,-21.91142,-1.429572,-3.037021,3.013691
L,-0.4124643,1.320209,-0.07057538,1.24767,-0.01566855,0.2483343,2.191907,-38.81136,-2.079673,3.027378
L,-0.3966144,1.322186,-0.0671486,1.100941,0.1373708,0.2380261,-10.19186,10.63019,-0.7160113,3.041775
L,-0.3796164,1.322234,-0.06329434,1.230922,0.003461671,0.2791075,9.412603,-9.697094,2.974929,3.055584
L,-0.363579,1.32408,-0.05953036,1.15561,0.1330058,0.2712218,-5.426763,9.334581,-0.5682187,3.069462
